Country,Country__URI
Alsaka,http://dbpedia.org/resource/Alaska_(state)
Arizonia,http://dbpedia.org/resource/Arizona_(state)
Arzinoa,http://dbpedia.org/resource/Arizona_(state)
Califronia,http://dbpedia.org/resource/California_(state)
connetticut,http://dbpedia.org/resource/Connecticut_(state)
conneticut,http://dbpedia.org/resource/Connecticut_(state)
Floridas,http://dbpedia.org/resource/Florida_(state)
Floryda,http://dbpedia.org/resource/Florida_(state)
Flordia,http://dbpedia.org/resource/Florida_(state)
Georgeia,http://dbpedia.org/resource/Georgia_(U.S._state)
Georgea,http://dbpedia.org/resource/Georgia_(U.S._state)
Hawai,http://dbpedia.org/resource/Hawaii_(state)
Hawaai,http://dbpedia.org/resource/Hawaii_(state)
Iowha,http://dbpedia.org/resource/Iowa_(state)
Ioaw,http://dbpedia.org/resource/Iowa_(state)
Iwoa,http://dbpedia.org/resource/Iowa_(state)
Louiseiana,http://dbpedia.org/resource/Louisiana_(state)
main,http://dbpedia.org/resource/Maine_(state)
mary land,http://dbpedia.org/resource/Maryland_(state)
marryland,http://dbpedia.org/resource/Maryland_(state)
Masachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Masachusets,http://dbpedia.org/resource/Massachusetts_(state)
Massachussets,http://dbpedia.org/resource/Massachusetts_(state)
michgan,http://dbpedia.org/resource/Michigan_(state)
Mississipi,http://dbpedia.org/resource/Mississippi_(state)
Misouri,http://dbpedia.org/resource/Mississippi_(state)
Missisipi,http://dbpedia.org/resource/Mississippi_(state)
Nebrascka,http://dbpedia.org/resource/Nebraska_(state)
Newvada,http://dbpedia.org/resource/Nevada_(state)
NewHampshire,http://dbpedia.org/resource/New_Hampshire_(state)
NewMexico,http://dbpedia.org/resource/New_Mexico_(state)
Newyork,http://dbpedia.org/resource/New_York_(state)
Okalahoma,http://dbpedia.org/resource/Oklahoma_(state)
rhodeisland,http://dbpedia.org/resource/Rhode_Island_(state)
southcarolina,http://dbpedia.org/resource/South_Carolina_(state)
south carolna,http://dbpedia.org/resource/South_Carolina_(state)
Tennesee,http://dbpedia.org/resource/Tennessee_(state)
texes,http://dbpedia.org/resource/Texas_(state)
texis,http://dbpedia.org/resource/Texas_(state)
Utes,http://dbpedia.org/resource/Utah_(state)
Utar,http://dbpedia.org/resource/Utah_(state)
West Virgnia,http://dbpedia.org/resource/West_Virginia_(state)
Whyoming,http://dbpedia.org/resource/Wyoming_(state)
Wioming,http://dbpedia.org/resource/Wyoming_(state)
Wisconson,http://dbpedia.org/resource/Wyoming_(state)
Alabama,http://dbpedia.org/resource/Alabama_(state)
Alabama,http://dbpedia.org/resource/Alabama_(state)
Colorado,http://dbpedia.org/resource/Colorado_(state)
Colorado,http://dbpedia.org/resource/Colorado_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Delaware,http://dbpedia.org/resource/Delaware_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Hawaii,http://dbpedia.org/resource/Hawaii_(state)
Hawaii,http://dbpedia.org/resource/Hawaii_(state)
Idaho,http://dbpedia.org/resource/Idaho_(state)
Idaho,http://dbpedia.org/resource/Idaho_(state)
Illinois,http://dbpedia.org/resource/Illinois_(state)
Kentucky,http://dbpedia.org/resource/Kentucky_(state)
Kentucky,http://dbpedia.org/resource/Kentucky_(state)
Maine,http://dbpedia.org/resource/Maine_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Michigan,http://dbpedia.org/resource/Michigan_(state)
Michigan,http://dbpedia.org/resource/Michigan_(state)
Minnesota,http://dbpedia.org/resource/Minnesota_(state)
Mississippi,http://dbpedia.org/resource/Mississippi_(state)
Mississippi,http://dbpedia.org/resource/Mississippi_(state)
Nevada,http://dbpedia.org/resource/Nevada_(state)
Nevada,http://dbpedia.org/resource/Nevada_(state)
New Jersey,http://dbpedia.org/resource/New_Jersey_(state)
North Carolina,http://dbpedia.org/resource/North_Carolina_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
Ohio,http://dbpedia.org/resource/Ohio_(state)
Oregon,http://dbpedia.org/resource/Oregon_(state)
Pennsylvania,http://dbpedia.org/resource/Pennsylvania_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Dakota,http://dbpedia.org/resource/South_Dakota_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
West Virginia,http://dbpedia.org/resource/West_Virginia_(state)
