Country,Country__URI
Allabama,http://dbpedia.org/resource/Alabama_(state)
Alabamma,http://dbpedia.org/resource/Alabama_(state)
Arizonia,http://dbpedia.org/resource/Arizona_(state)
Arzinoa,http://dbpedia.org/resource/Arizona_(state)
Calorado,http://dbpedia.org/resource/Colorado_(state)
Colarado,http://dbpedia.org/resource/Colorado_(state)
connecticutt,http://dbpedia.org/resource/Connecticut_(state)
connetticut,http://dbpedia.org/resource/Connecticut_(state)
Floryda,http://dbpedia.org/resource/Florida_(state)
Georgeia,http://dbpedia.org/resource/Georgia_(U.S._state)
Georgea,http://dbpedia.org/resource/Georgia_(U.S._state)
Hawai,http://dbpedia.org/resource/Hawaii_(state)
Howaii,http://dbpedia.org/resource/Hawaii_(state)
Hawaai,http://dbpedia.org/resource/Hawaii_(state)
Idahoe,http://dbpedia.org/resource/Idaho_(state)
kentuky,http://dbpedia.org/resource/Kentucky_(state)
main,http://dbpedia.org/resource/Maine_(state)
miane,http://dbpedia.org/resource/Maine_(state)
Masachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Massachussets,http://dbpedia.org/resource/Massachusetts_(state)
michgan,http://dbpedia.org/resource/Michigan_(state)
Mississipi,http://dbpedia.org/resource/Mississippi_(state)
Misouri,http://dbpedia.org/resource/Mississippi_(state)
Missisipi,http://dbpedia.org/resource/Mississippi_(state)
Missisippi,http://dbpedia.org/resource/Mississippi_(state)
Nevadaa,http://dbpedia.org/resource/Nevada_(state)
Newvada,http://dbpedia.org/resource/Nevada_(state)
Navada,http://dbpedia.org/resource/Nevada_(state)
NewHampshire,http://dbpedia.org/resource/New_Hampshire_(state)
newjersey,http://dbpedia.org/resource/New_Jersey_(state)
NewMexico,http://dbpedia.org/resource/New_Mexico_(state)
North Caroleina,http://dbpedia.org/resource/North_Carolina_(state)
n.dak,http://dbpedia.org/resource/North_Dakota_(state)
northdakota,http://dbpedia.org/resource/North_Dakota_(state)
Oiho,http://dbpedia.org/resource/Ohio_(state)
Okalahoma,http://dbpedia.org/resource/Oklahoma_(state)
road island,http://dbpedia.org/resource/Rhode_Island_(state)
rhodeisland,http://dbpedia.org/resource/Rhode_Island_(state)
rhod island,http://dbpedia.org/resource/Rhode_Island_(state)
southcarolina,http://dbpedia.org/resource/South_Carolina_(state)
south carolna,http://dbpedia.org/resource/South_Carolina_(state)
Tennesee,http://dbpedia.org/resource/Tennessee_(state)
Tennisse,http://dbpedia.org/resource/Tennessee_(state)
Tennisee,http://dbpedia.org/resource/Tennessee_(state)
texes,http://dbpedia.org/resource/Texas_(state)
Utes,http://dbpedia.org/resource/Utah_(state)
Utar,http://dbpedia.org/resource/Utah_(state)
West Virgina,http://dbpedia.org/resource/West_Virginia_(state)
West Virgnia,http://dbpedia.org/resource/West_Virginia_(state)
Wisconson,http://dbpedia.org/resource/Wyoming_(state)
Alaska,http://dbpedia.org/resource/Alaska_(state)
California,http://dbpedia.org/resource/California_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Delaware,http://dbpedia.org/resource/Delaware_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Hawaii,http://dbpedia.org/resource/Hawaii_(state)
Idaho,http://dbpedia.org/resource/Idaho_(state)
Illinois,http://dbpedia.org/resource/Illinois_(state)
Iowa,http://dbpedia.org/resource/Iowa_(state)
Iowa,http://dbpedia.org/resource/Iowa_(state)
Iowa,http://dbpedia.org/resource/Iowa_(state)
Kentucky,http://dbpedia.org/resource/Kentucky_(state)
Louisiana,http://dbpedia.org/resource/Louisiana_(state)
Maryland,http://dbpedia.org/resource/Maryland_(state)
Maryland,http://dbpedia.org/resource/Maryland_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Michigan,http://dbpedia.org/resource/Michigan_(state)
Michigan,http://dbpedia.org/resource/Michigan_(state)
Minnesota,http://dbpedia.org/resource/Minnesota_(state)
Mississippi,http://dbpedia.org/resource/Mississippi_(state)
Nebraska,http://dbpedia.org/resource/Nebraska_(state)
New York,http://dbpedia.org/resource/New_York_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
Oregon,http://dbpedia.org/resource/Oregon_(state)
Pennsylvania,http://dbpedia.org/resource/Pennsylvania_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Dakota,http://dbpedia.org/resource/South_Dakota_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
Texas,http://dbpedia.org/resource/Texas_(state)
Wyoming,http://dbpedia.org/resource/Wyoming_(state)
Wyoming,http://dbpedia.org/resource/Wyoming_(state)
