Country,Country__URI
Allabama,http://dbpedia.org/resource/Alabama_(state)
Alabamma,http://dbpedia.org/resource/Alabama_(state)
Alsaka,http://dbpedia.org/resource/Alaska_(state)
Colarado,http://dbpedia.org/resource/Colorado_(state)
connetticut,http://dbpedia.org/resource/Connecticut_(state)
Florda,http://dbpedia.org/resource/Florida_(state)
Georgea,http://dbpedia.org/resource/Georgia_(U.S._state)
Hawai,http://dbpedia.org/resource/Hawaii_(state)
Hawaai,http://dbpedia.org/resource/Hawaii_(state)
Iowha,http://dbpedia.org/resource/Iowa_(state)
kentucy,http://dbpedia.org/resource/Kentucky_(state)
Louiseiana,http://dbpedia.org/resource/Louisiana_(state)
michagin,http://dbpedia.org/resource/Michigan_(state)
michagan,http://dbpedia.org/resource/Michigan_(state)
Misouri,http://dbpedia.org/resource/Mississippi_(state)
Missisipi,http://dbpedia.org/resource/Mississippi_(state)
Missisippi,http://dbpedia.org/resource/Mississippi_(state)
NewMexico,http://dbpedia.org/resource/New_Mexico_(state)
North Caroleina,http://dbpedia.org/resource/North_Carolina_(state)
Okalahoma,http://dbpedia.org/resource/Oklahoma_(state)
Tennisse,http://dbpedia.org/resource/Tennessee_(state)
West Virgnia,http://dbpedia.org/resource/West_Virginia_(state)
Wioming,http://dbpedia.org/resource/Wyoming_(state)
Wisconson,http://dbpedia.org/resource/Wyoming_(state)
Arizona,http://dbpedia.org/resource/Arizona_(state)
Arizona,http://dbpedia.org/resource/Arizona_(state)
California,http://dbpedia.org/resource/California_(state)
Colorado,http://dbpedia.org/resource/Colorado_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Connecticut,http://dbpedia.org/resource/Connecticut_(state)
Delaware,http://dbpedia.org/resource/Delaware_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Florida,http://dbpedia.org/resource/Florida_(state)
Georgia,http://dbpedia.org/resource/Georgia_(U.S._state)
Hawaii,http://dbpedia.org/resource/Hawaii_(state)
Hawaii,http://dbpedia.org/resource/Hawaii_(state)
Idaho,http://dbpedia.org/resource/Idaho_(state)
Idaho,http://dbpedia.org/resource/Idaho_(state)
Illinois,http://dbpedia.org/resource/Illinois_(state)
Iowa,http://dbpedia.org/resource/Iowa_(state)
Iowa,http://dbpedia.org/resource/Iowa_(state)
Kentucky,http://dbpedia.org/resource/Kentucky_(state)
Maine,http://dbpedia.org/resource/Maine_(state)
Maine,http://dbpedia.org/resource/Maine_(state)
Maryland,http://dbpedia.org/resource/Maryland_(state)
Maryland,http://dbpedia.org/resource/Maryland_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Massachusetts,http://dbpedia.org/resource/Massachusetts_(state)
Michigan,http://dbpedia.org/resource/Michigan_(state)
Minnesota,http://dbpedia.org/resource/Minnesota_(state)
Mississippi,http://dbpedia.org/resource/Mississippi_(state)
Mississippi,http://dbpedia.org/resource/Mississippi_(state)
Nebraska,http://dbpedia.org/resource/Nebraska_(state)
Nevada,http://dbpedia.org/resource/Nevada_(state)
Nevada,http://dbpedia.org/resource/Nevada_(state)
Nevada,http://dbpedia.org/resource/Nevada_(state)
New Hampshire,http://dbpedia.org/resource/New_Hampshire_(state)
New Jersey,http://dbpedia.org/resource/New_Jersey_(state)
New York,http://dbpedia.org/resource/New_York_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
North Dakota,http://dbpedia.org/resource/North_Dakota_(state)
Ohio,http://dbpedia.org/resource/Ohio_(state)
Oregon,http://dbpedia.org/resource/Oregon_(state)
Pennsylvania,http://dbpedia.org/resource/Pennsylvania_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
Rhode Island,http://dbpedia.org/resource/Rhode_Island_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Carolina,http://dbpedia.org/resource/South_Carolina_(state)
South Dakota,http://dbpedia.org/resource/South_Dakota_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
Tennessee,http://dbpedia.org/resource/Tennessee_(state)
Texas,http://dbpedia.org/resource/Texas_(state)
Texas,http://dbpedia.org/resource/Texas_(state)
Utah,http://dbpedia.org/resource/Utah_(state)
Utah,http://dbpedia.org/resource/Utah_(state)
West Virginia,http://dbpedia.org/resource/West_Virginia_(state)
Wyoming,http://dbpedia.org/resource/Wyoming_(state)
