city,city__URI,state,state__URI
Adamsvile,"http://dbpedia.org/resource/Adamsville,_Tennessee","Tennessee, TN",http://dbpedia.org/resource/Tennessee_(state)
Alabastre,"http://dbpedia.org/resource/Alabaster,_Alabama","Alabama, AL",http://dbpedia.org/resource/Alabama_(state)
Alamedda,"http://dbpedia.org/resource/Alameda,_California","California, CA",http://dbpedia.org/resource/California_(state)
Albanee,"http://dbpedia.org/resource/Albany,_Oregon","Oregon, OR",http://dbpedia.org/resource/Oregon_(state)
Albny,"http://dbpedia.org/resource/Albany,_Oregon","Oregon, OR",http://dbpedia.org/resource/Oregon_(state)
Allbany,"http://dbpedia.org/resource/Albany,_New_York","New York, NY",http://dbpedia.org/resource/New_York_(state)
Albertvile,"http://dbpedia.org/resource/Albertville,_Alabama","Alabama, AL",http://dbpedia.org/resource/Alabama_(state)
Albuqerque,"http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM",http://dbpedia.org/resource/New_Mexico_(state)
Allgona,"http://dbpedia.org/resource/Algona,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Allgona,"http://dbpedia.org/resource/Algona,_Iowa","Iowa, IA",http://dbpedia.org/resource/Iowa_(state)
Algonkwen,"http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Algonkwin,"http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Algonquen,"http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Andarson,"http://dbpedia.org/resource/Anderson,_South_Carolina","South Carolina, SC",http://dbpedia.org/resource/South_Carolina_(state)
Anapolis,"http://dbpedia.org/resource/Annapolis,_Maryland","Maryland, MD",http://dbpedia.org/resource/Maryland_(state)
Apach Junction,"http://dbpedia.org/resource/Apache_Junction,_Arizona","Arizona, AZ",http://dbpedia.org/resource/Arizona_(state)
Apache Junktion,"http://dbpedia.org/resource/Apache_Junction,_Arizona","Arizona, AZ",http://dbpedia.org/resource/Arizona_(state)
Apecks,"http://dbpedia.org/resource/Apex,_North_Carolina","North Carolina, NC",http://dbpedia.org/resource/North_Carolina_(state)
Apexs,"http://dbpedia.org/resource/Apex,_North_Carolina","North Carolina, NC",http://dbpedia.org/resource/North_Carolina_(state)
Artesea,"http://dbpedia.org/resource/Artesia,_Mississippi","Mississippi, MS",http://dbpedia.org/resource/Mississippi_(state)
Avrada,"http://dbpedia.org/resource/Arvada,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Ashtown,"http://dbpedia.org/resource/Ashton,_Idaho","Idaho, ID",http://dbpedia.org/resource/Idaho_(state)
Aspin,"http://dbpedia.org/resource/Aspen,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Atthol,"http://dbpedia.org/resource/Athol,_Massachusetts","Massachusetts, MA",http://dbpedia.org/resource/Massachusetts_(state)
Aubern,"http://dbpedia.org/resource/Auburn,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Uaburn,"http://dbpedia.org/resource/Auburn,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Arora,"http://dbpedia.org/resource/Aurora,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Uarora,"http://dbpedia.org/resource/Aurora,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Austen,"http://dbpedia.org/resource/Austin,_Texas","Texas, TX",http://dbpedia.org/resource/Texas_(state)
Baltimor,"http://dbpedia.org/resource/Baltimore,_Maryland","Maryland, MD",http://dbpedia.org/resource/Maryland_(state)
Bandira,"http://dbpedia.org/resource/Bandera,_Texas","Texas, TX",http://dbpedia.org/resource/Texas_(state)
Bare,"http://dbpedia.org/resource/Barre,_Vermont","Vermont, VT",http://dbpedia.org/resource/Vermont_(state)
Batevia,"http://dbpedia.org/resource/Batavia,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Bayo La Bater,"http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL",http://dbpedia.org/resource/Alabama_(state)
Bayuo La Batre,"http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL",http://dbpedia.org/resource/Alabama_(state)
Baettie,"http://dbpedia.org/resource/Beattie,_Kansas","Kansas, KS",http://dbpedia.org/resource/Kansas_(state)
Beatie,"http://dbpedia.org/resource/Beattie,_Kansas","Kansas, KS",http://dbpedia.org/resource/Kansas_(state)
Bever,"http://dbpedia.org/resource/Beaver,_Oklahoma","Oklahoma, OK",http://dbpedia.org/resource/Oklahoma_(state)
Belleveu,"http://dbpedia.org/resource/Bellevue,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Belingham,"http://dbpedia.org/resource/Bellingham,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Belinghem,"http://dbpedia.org/resource/Bellingham,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Bemidje,"http://dbpedia.org/resource/Bemidji,_Minnesota","Minnesota, MN",http://dbpedia.org/resource/Minnesota_(state)
Berkley,"http://dbpedia.org/resource/Berkeley,_California","California, CA",http://dbpedia.org/resource/California_(state)
Berkly,"http://dbpedia.org/resource/Berkeley,_California","California, CA",http://dbpedia.org/resource/California_(state)
Berian Springs,"http://dbpedia.org/resource/Berrien_Springs,_Michigan","Michigan, MI",http://dbpedia.org/resource/Michigan_(state)
Brerrian Springs,"http://dbpedia.org/resource/Berrien_Springs,_Michigan","Michigan, MI",http://dbpedia.org/resource/Michigan_(state)
Berryvile,"http://dbpedia.org/resource/Berryville,_Arkansas","Arkansas, AR",http://dbpedia.org/resource/Arkansas_(state)
Berthood,"http://dbpedia.org/resource/Berthoud,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Bethleham,"http://dbpedia.org/resource/Bethlehem,_Connecticut","Connecticut, CT",http://dbpedia.org/resource/Connecticut_(state)
Bilocksi,"http://dbpedia.org/resource/Biloxi,_Mississippi","Mississippi, MS",http://dbpedia.org/resource/Mississippi_(state)
Bimghamton,"http://dbpedia.org/resource/Binghamton,_New_York","New York, NY",http://dbpedia.org/resource/New_York_(state)
Bloomingtown,"http://dbpedia.org/resource/Bloomington,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Bluefeild,"http://dbpedia.org/resource/Bluefield,_West_Virginia","West Virginia, WV",http://dbpedia.org/resource/West_Virginia_(state)
Bonne,"http://dbpedia.org/resource/Boone,_North_Carolina","North Carolina, NC",http://dbpedia.org/resource/North_Carolina_(state)
Bothel,"http://dbpedia.org/resource/Bothell,_Washington","Washington, WA",http://dbpedia.org/resource/Washington_(state)
Bolder,"http://dbpedia.org/resource/Boulder,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Braeux Bridge,"http://dbpedia.org/resource/Breaux_Bridge,_Louisiana","Louisiana, LA",http://dbpedia.org/resource/Louisiana_(state)
Bristal,"http://dbpedia.org/resource/Bristol,_Connecticut","Connecticut, CT",http://dbpedia.org/resource/Connecticut_(state)
Bristel,"http://dbpedia.org/resource/Bristol,_Tennessee","Tennessee, TN",http://dbpedia.org/resource/Tennessee_(state)
Bristel,"http://dbpedia.org/resource/Bristol,_Connecticut","Connecticut, CT",http://dbpedia.org/resource/Connecticut_(state)
Bristil,"http://dbpedia.org/resource/Bristol,_Tennessee","Tennessee, TN",http://dbpedia.org/resource/Tennessee_(state)
Brocton,"http://dbpedia.org/resource/Brockton,_Massachusetts","Massachusetts, MA",http://dbpedia.org/resource/Massachusetts_(state)
Brokton,"http://dbpedia.org/resource/Brockton,_Massachusetts","Massachusetts, MA",http://dbpedia.org/resource/Massachusetts_(state)
Brooklen,"http://dbpedia.org/resource/Brooklyn,_New_York","New York, NY",http://dbpedia.org/resource/New_York_(state)
Benua,"http://dbpedia.org/resource/Buena_Park,_California","California, CA",http://dbpedia.org/resource/California_(state)
Beuna,"http://dbpedia.org/resource/Buena_Park,_California","California, CA",http://dbpedia.org/resource/California_(state)
Bunena,"http://dbpedia.org/resource/Buena_Park,_California","California, CA",http://dbpedia.org/resource/California_(state)
Buhll,"http://dbpedia.org/resource/Buhl,_Idaho","Idaho, ID",http://dbpedia.org/resource/Idaho_(state)
Berlington,"http://dbpedia.org/resource/Burlington,_Vermont","Vermont, VT",http://dbpedia.org/resource/Vermont_(state)
Bute,"http://dbpedia.org/resource/Butte,_Montana","Montana, MT",http://dbpedia.org/resource/Montana_(state)
Biram Township,"http://dbpedia.org/resource/Byram_Township,_New_Jersey","New Jersey, NJ",http://dbpedia.org/resource/New_Jersey_(state)
Callwel,"http://dbpedia.org/resource/Caldwell,_Texas","Texas, TX",http://dbpedia.org/resource/Texas_(state)
Callwell,"http://dbpedia.org/resource/Caldwell,_Texas","Texas, TX",http://dbpedia.org/resource/Texas_(state)
Calwel,"http://dbpedia.org/resource/Caldwell,_Texas","Texas, TX",http://dbpedia.org/resource/Texas_(state)
Campbel,"http://dbpedia.org/resource/Campbell,_California","California, CA",http://dbpedia.org/resource/California_(state)
Cannon,"http://dbpedia.org/resource/Canon,_Georgia","Georgia, GA",http://dbpedia.org/resource/Georgia_(U.S._state)
Carbundale,"http://dbpedia.org/resource/Carbondale,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Carboro,"http://dbpedia.org/resource/Carrboro,_North_Carolina","North Carolina, NC",http://dbpedia.org/resource/North_Carolina_(state)
Carrborro,"http://dbpedia.org/resource/Carrboro,_North_Carolina","North Carolina, NC",http://dbpedia.org/resource/North_Carolina_(state)
Castrovile,"http://dbpedia.org/resource/Castroville,_California","California, CA",http://dbpedia.org/resource/California_(state)
Carker City,"http://dbpedia.org/resource/Cawker_City,_Kansas","Kansas, KS",http://dbpedia.org/resource/Kansas_(state)
Centrel City,"http://dbpedia.org/resource/Central_City,_Colorado","Colorado, CO",http://dbpedia.org/resource/Colorado_(state)
Chadborn,"http://dbpedia.org/resource/Chadbourn,_North_Carolina","North Carolina, NC",http://dbpedia.org/resource/North_Carolina_(state)
Champaign Urbana,"http://dbpedia.org/resource/Champaign-Urbana,_Illinois","Illinois, IL",http://dbpedia.org/resource/Illinois_(state)
Charleton,"http://dbpedia.org/resource/Charleston,_South_Carolina","South Carolina, SC",http://dbpedia.org/resource/South_Carolina_(state)
