"Country","Country__URI"
"Allabama","http://dbpedia.org/resource/Alabama_(state)"
"Alabamma","http://dbpedia.org/resource/Alabama_(state)"
"Arizonia","http://dbpedia.org/resource/Arizona_(state)"
"Arzinoa","http://dbpedia.org/resource/Arizona_(state)"
"connecticutt","http://dbpedia.org/resource/Connecticut_(state)"
"Delawere","http://dbpedia.org/resource/Delaware_(state)"
"Floridas","http://dbpedia.org/resource/Florida_(state)"
"Flordia","http://dbpedia.org/resource/Florida_(state)"
"Georgeia","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Georgea","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Hawai","http://dbpedia.org/resource/Hawaii_(state)"
"Howaii","http://dbpedia.org/resource/Hawaii_(state)"
"Ideho","http://dbpedia.org/resource/Idaho_(state)"
"Ioaw","http://dbpedia.org/resource/Iowa_(state)"
"kentuky","http://dbpedia.org/resource/Kentucky_(state)"
"kentucy","http://dbpedia.org/resource/Kentucky_(state)"
"Louiseiana","http://dbpedia.org/resource/Louisiana_(state)"
"Massachussetts","http://dbpedia.org/resource/Massachusetts_(state)"
"Masachusets","http://dbpedia.org/resource/Massachusetts_(state)"
"Massachussets","http://dbpedia.org/resource/Massachusetts_(state)"
"michgan","http://dbpedia.org/resource/Michigan_(state)"
"michagan","http://dbpedia.org/resource/Michigan_(state)"
"Missisipi","http://dbpedia.org/resource/Mississippi_(state)"
"Missoury","http://dbpedia.org/resource/Mississippi_(state)"
"Nevadaa","http://dbpedia.org/resource/Nevada_(state)"
"Newvada","http://dbpedia.org/resource/Nevada_(state)"
"Navada","http://dbpedia.org/resource/Nevada_(state)"
"newjersey","http://dbpedia.org/resource/New_Jersey_(state)"
"Newyork","http://dbpedia.org/resource/New_York_(state)"
"Okalahoma","http://dbpedia.org/resource/Oklahoma_(state)"
"Orgon","http://dbpedia.org/resource/Oregon_(state)"
"Pensylvania","http://dbpedia.org/resource/Pennsylvania_(state)"
"rhodeisland","http://dbpedia.org/resource/Rhode_Island_(state)"
"rode island","http://dbpedia.org/resource/Rhode_Island_(state)"
"southcarolina","http://dbpedia.org/resource/South_Carolina_(state)"
"south carolna","http://dbpedia.org/resource/South_Carolina_(state)"
"souh carolia","http://dbpedia.org/resource/South_Carolina_(state)"
"south carolina","http://dbpedia.org/resource/South_Carolina_(state)"
"Tennisse","http://dbpedia.org/resource/Tennessee_(state)"
"texis","http://dbpedia.org/resource/Texas_(state)"
"Wioming","http://dbpedia.org/resource/Wyoming_(state)"
"Alaska","http://dbpedia.org/resource/Alaska_(state)"
"California","http://dbpedia.org/resource/California_(state)"
"Colorado","http://dbpedia.org/resource/Colorado_(state)"
"Connecticut","http://dbpedia.org/resource/Connecticut_(state)"
"Florida","http://dbpedia.org/resource/Florida_(state)"
"Hawaii","http://dbpedia.org/resource/Hawaii_(state)"
"Idaho","http://dbpedia.org/resource/Idaho_(state)"
"Illinois","http://dbpedia.org/resource/Illinois_(state)"
"Iowa","http://dbpedia.org/resource/Iowa_(state)"
"Maine","http://dbpedia.org/resource/Maine_(state)"
"Maryland","http://dbpedia.org/resource/Maryland_(state)"
"Massachusetts","http://dbpedia.org/resource/Massachusetts_(state)"
"Michigan","http://dbpedia.org/resource/Michigan_(state)"
"Minnesota","http://dbpedia.org/resource/Minnesota_(state)"
"Mississippi","http://dbpedia.org/resource/Mississippi_(state)"
"Nebraska","http://dbpedia.org/resource/Nebraska_(state)"
"New Hampshire","http://dbpedia.org/resource/New_Hampshire_(state)"
"New Mexico","http://dbpedia.org/resource/New_Mexico_(state)"
"North Carolina","http://dbpedia.org/resource/North_Carolina_(state)"
"North Dakota","http://dbpedia.org/resource/North_Dakota_(state)"
"Ohio","http://dbpedia.org/resource/Ohio_(state)"
"Rhode Island","http://dbpedia.org/resource/Rhode_Island_(state)"
"South Carolina","http://dbpedia.org/resource/South_Carolina_(state)"
"South Dakota","http://dbpedia.org/resource/South_Dakota_(state)"
"Tennessee","http://dbpedia.org/resource/Tennessee_(state)"
"Texas","http://dbpedia.org/resource/Texas_(state)"
"Utah","http://dbpedia.org/resource/Utah_(state)"
"West Virginia","http://dbpedia.org/resource/West_Virginia_(state)"
"Wyoming","http://dbpedia.org/resource/Wyoming_(state)"
