"city","city__URI","state","state__URI"
"Abbevile","http://dbpedia.org/resource/Abbeville,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Abeville","http://dbpedia.org/resource/Abbeville,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Abiline","http://dbpedia.org/resource/Abilene,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Alabastre","http://dbpedia.org/resource/Alabaster,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Alamedda","http://dbpedia.org/resource/Alameda,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Alamusa","http://dbpedia.org/resource/Alamosa,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Albanee","http://dbpedia.org/resource/Albany,_Oregon","Oregon, OR","http://dbpedia.org/resource/Oregon_(state)"
"Albny","http://dbpedia.org/resource/Albany,_Oregon","Oregon, OR","http://dbpedia.org/resource/Oregon_(state)"
"Allbany","http://dbpedia.org/resource/Albany,_New_York","New York, NY","http://dbpedia.org/resource/New_York_(state)"
"Albertvile","http://dbpedia.org/resource/Albertville,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Abaquerque","http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Albequerque","http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Albuqerque","http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Albuquerqe","http://dbpedia.org/resource/Albuquerque,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Allgona","http://dbpedia.org/resource/Algona,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Allgona","http://dbpedia.org/resource/Algona,_Iowa","Iowa, IA","http://dbpedia.org/resource/Iowa_(state)"
"Algonkwen","http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Algonkwin","http://dbpedia.org/resource/Algonquin,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Andarson","http://dbpedia.org/resource/Anderson,_South_Carolina","South Carolina, SC","http://dbpedia.org/resource/South_Carolina_(state)"
"An Arbor","http://dbpedia.org/resource/Ann_Arbor,_Michigan","Michigan, MI","http://dbpedia.org/resource/Michigan_(state)"
"Anapolis","http://dbpedia.org/resource/Annapolis,_Maryland","Maryland, MD","http://dbpedia.org/resource/Maryland_(state)"
"Aniston","http://dbpedia.org/resource/Anniston,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Annoka","http://dbpedia.org/resource/Anoka,_Minnesota","Minnesota, MN","http://dbpedia.org/resource/Minnesota_(state)"
"Anthoy","http://dbpedia.org/resource/Anthony,_New_Mexico","New Mexico, NM","http://dbpedia.org/resource/New_Mexico_(state)"
"Apach Junction","http://dbpedia.org/resource/Apache_Junction,_Arizona","Arizona, AZ","http://dbpedia.org/resource/Arizona_(state)"
"Apache Junktion","http://dbpedia.org/resource/Apache_Junction,_Arizona","Arizona, AZ","http://dbpedia.org/resource/Arizona_(state)"
"Apecks","http://dbpedia.org/resource/Apex,_North_Carolina","North Carolina, NC","http://dbpedia.org/resource/North_Carolina_(state)"
"Artesea","http://dbpedia.org/resource/Artesia,_Mississippi","Mississippi, MS","http://dbpedia.org/resource/Mississippi_(state)"
"Avrada","http://dbpedia.org/resource/Arvada,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Ashtown","http://dbpedia.org/resource/Ashton,_Idaho","Idaho, ID","http://dbpedia.org/resource/Idaho_(state)"
"Athins","http://dbpedia.org/resource/Athens,_Georgia","Georgia, GA","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Aburn","http://dbpedia.org/resource/Auburn,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Aubern","http://dbpedia.org/resource/Auburn,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Uaburn","http://dbpedia.org/resource/Auburn,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Alt","http://dbpedia.org/resource/Ault,_Colorado","Colorado, CO","http://dbpedia.org/resource/Colorado_(state)"
"Uarora","http://dbpedia.org/resource/Aurora,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Austen","http://dbpedia.org/resource/Austin,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Bakersfeild","http://dbpedia.org/resource/Bakersfield,_California","California, CA","http://dbpedia.org/resource/California_(state)"
"Baltimor","http://dbpedia.org/resource/Baltimore,_Maryland","Maryland, MD","http://dbpedia.org/resource/Maryland_(state)"
"Bandira","http://dbpedia.org/resource/Bandera,_Texas","Texas, TX","http://dbpedia.org/resource/Texas_(state)"
"Banger","http://dbpedia.org/resource/Bangor,_Maine","Maine, ME","http://dbpedia.org/resource/Maine_(state)"
"Bardston","http://dbpedia.org/resource/Bardstown,_Kentucky","Kentucky, KY","http://dbpedia.org/resource/Kentucky_(state)"
"Bare","","Vermont, VT","http://dbpedia.org/resource/Vermont_(state)"
"Bakster Springs","http://dbpedia.org/resource/Baxter_Springs,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Bayo La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayou La Bater","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Bayuo La Batre","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Boyu La Bater","http://dbpedia.org/resource/Bayou_La_Batre,_Alabama","Alabama, AL","http://dbpedia.org/resource/Alabama_(state)"
"Baerdstown","http://dbpedia.org/resource/Beardstown,_Illinois","Illinois, IL","http://dbpedia.org/resource/Illinois_(state)"
"Baettie","http://dbpedia.org/resource/Beattie,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Beatie","http://dbpedia.org/resource/Beattie,_Kansas","Kansas, KS","http://dbpedia.org/resource/Kansas_(state)"
"Beever","http://dbpedia.org/resource/Beaver,_Oklahoma","Oklahoma, OK","http://dbpedia.org/resource/Oklahoma_(state)"
"Beleevue","http://dbpedia.org/resource/Bellevue,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
"Belingham","http://dbpedia.org/resource/Bellingham,_Washington","Washington, WA","http://dbpedia.org/resource/Washington_(state)"
