"Country","Country__URI"
"Allabama","http://dbpedia.org/resource/Alabama_(state)"
"Colarado","http://dbpedia.org/resource/Colorado_(state)"
"conneticut","http://dbpedia.org/resource/Connecticut_(state)"
"Floryda","http://dbpedia.org/resource/Florida_(state)"
"Hawai","http://dbpedia.org/resource/Hawaii_(state)"
"Howaii","http://dbpedia.org/resource/Hawaii_(state)"
"Idahoe","http://dbpedia.org/resource/Idaho_(state)"
"kentucy","http://dbpedia.org/resource/Kentucky_(state)"
"Masachusets","http://dbpedia.org/resource/Massachusetts_(state)"
"Mississipi","http://dbpedia.org/resource/Mississippi_(state)"
"Misouri","http://dbpedia.org/resource/Mississippi_(state)"
"NewHampshire","http://dbpedia.org/resource/New_Hampshire_(state)"
"Newyork","http://dbpedia.org/resource/New_York_(state)"
"Oiho","http://dbpedia.org/resource/Ohio_(state)"
"rhodeisland","http://dbpedia.org/resource/Rhode_Island_(state)"
"southdakota","http://dbpedia.org/resource/South_Dakota_(state)"
"Tennesee","http://dbpedia.org/resource/Tennessee_(state)"
"Tennisee","http://dbpedia.org/resource/Tennessee_(state)"
"West Virgina","http://dbpedia.org/resource/West_Virginia_(state)"
"Alabama","http://dbpedia.org/resource/Alabama_(state)"
"Alaska","http://dbpedia.org/resource/Alaska_(state)"
"Arizona","http://dbpedia.org/resource/Arizona_(state)"
"California","http://dbpedia.org/resource/California_(state)"
"Colorado","http://dbpedia.org/resource/Colorado_(state)"
"Connecticut","http://dbpedia.org/resource/Connecticut_(state)"
"Delaware","http://dbpedia.org/resource/Delaware_(state)"
"Florida","http://dbpedia.org/resource/Florida_(state)"
"Georgia","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Hawaii","http://dbpedia.org/resource/Hawaii_(state)"
"Idaho","http://dbpedia.org/resource/Idaho_(state)"
"Illinois","http://dbpedia.org/resource/Illinois_(state)"
"Iowa","http://dbpedia.org/resource/Iowa_(state)"
"Kentucky","http://dbpedia.org/resource/Kentucky_(state)"
"Louisiana","http://dbpedia.org/resource/Louisiana_(state)"
"Maine","http://dbpedia.org/resource/Maine_(state)"
"Maryland","http://dbpedia.org/resource/Maryland_(state)"
"Massachusetts","http://dbpedia.org/resource/Massachusetts_(state)"
"Michigan","http://dbpedia.org/resource/Michigan_(state)"
"Minnesota","http://dbpedia.org/resource/Minnesota_(state)"
"Mississippi","http://dbpedia.org/resource/Mississippi_(state)"
"Nebraska","http://dbpedia.org/resource/Nebraska_(state)"
"Nevada","http://dbpedia.org/resource/Nevada_(state)"
"New Jersey","http://dbpedia.org/resource/New_Jersey_(state)"
"New Mexico","http://dbpedia.org/resource/New_Mexico_(state)"
"North Carolina","http://dbpedia.org/resource/North_Carolina_(state)"
"North Dakota","http://dbpedia.org/resource/North_Dakota_(state)"
"Oklahoma","http://dbpedia.org/resource/Oklahoma_(state)"
"Oregon","http://dbpedia.org/resource/Oregon_(state)"
"Pennsylvania","http://dbpedia.org/resource/Pennsylvania_(state)"
"Rhode Island","http://dbpedia.org/resource/Rhode_Island_(state)"
"South Carolina","http://dbpedia.org/resource/South_Carolina_(state)"
"Tennessee","http://dbpedia.org/resource/Tennessee_(state)"
"Texas","http://dbpedia.org/resource/Texas_(state)"
"Utah","http://dbpedia.org/resource/Utah_(state)"
"West Virginia","http://dbpedia.org/resource/West_Virginia_(state)"
"Wyoming","http://dbpedia.org/resource/Wyoming_(state)"
