"Country","Country__URI"
"Allabama","http://dbpedia.org/resource/Alabama_(state)"
"Alabamma","http://dbpedia.org/resource/Alabama_(state)"
"Arzinoa","http://dbpedia.org/resource/Arizona_(state)"
"Colarado","http://dbpedia.org/resource/Colorado_(state)"
"connecticutt","http://dbpedia.org/resource/Connecticut_(state)"
"conneticutt","http://dbpedia.org/resource/Connecticut_(state)"
"connetticut","http://dbpedia.org/resource/Connecticut_(state)"
"connetticutt","http://dbpedia.org/resource/Connecticut_(state)"
"Delawere","http://dbpedia.org/resource/Delaware_(state)"
"Floridas","http://dbpedia.org/resource/Florida_(state)"
"Floryda","http://dbpedia.org/resource/Florida_(state)"
"Georgea","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Howaii","http://dbpedia.org/resource/Hawaii_(state)"
"Hawii","http://dbpedia.org/resource/Hawaii_(state)"
"Idahoe","http://dbpedia.org/resource/Idaho_(state)"
"Illanoise","http://dbpedia.org/resource/Illinois_(state)"
"Ioaw","http://dbpedia.org/resource/Iowa_(state)"
"kentuky","http://dbpedia.org/resource/Kentucky_(state)"
"main","http://dbpedia.org/resource/Maine_(state)"
"miane","http://dbpedia.org/resource/Maine_(state)"
"marryland","http://dbpedia.org/resource/Maryland_(state)"
"Masachusetts","http://dbpedia.org/resource/Massachusetts_(state)"
"Masachusets","http://dbpedia.org/resource/Massachusetts_(state)"
"Massachussets","http://dbpedia.org/resource/Massachusetts_(state)"
"michgan","http://dbpedia.org/resource/Michigan_(state)"
"michagin","http://dbpedia.org/resource/Michigan_(state)"
"michagan","http://dbpedia.org/resource/Michigan_(state)"
"Minesota","http://dbpedia.org/resource/Minnesota_(state)"
"Mississipi","http://dbpedia.org/resource/Mississippi_(state)"
"Misouri","http://dbpedia.org/resource/Mississippi_(state)"
"Missisipi","http://dbpedia.org/resource/Mississippi_(state)"
"Missisippi","http://dbpedia.org/resource/Mississippi_(state)"
"Nebrascka","http://dbpedia.org/resource/Nebraska_(state)"
"Nevadaa","http://dbpedia.org/resource/Nevada_(state)"
"Newvada","http://dbpedia.org/resource/Nevada_(state)"
"NewMexico","http://dbpedia.org/resource/New_Mexico_(state)"
"Newyork","http://dbpedia.org/resource/New_York_(state)"
"North Caroleina","http://dbpedia.org/resource/North_Carolina_(state)"
"Okalahoma","http://dbpedia.org/resource/Oklahoma_(state)"
"Orgon","http://dbpedia.org/resource/Oregon_(state)"
"road island","http://dbpedia.org/resource/Rhode_Island_(state)"
"rode island","http://dbpedia.org/resource/Rhode_Island_(state)"
"rhod island","http://dbpedia.org/resource/Rhode_Island_(state)"
"south carolna","http://dbpedia.org/resource/South_Carolina_(state)"
"Utes","http://dbpedia.org/resource/Utah_(state)"
"Alaska","http://dbpedia.org/resource/Alaska_(state)"
"Arizona","http://dbpedia.org/resource/Arizona_(state)"
"California","http://dbpedia.org/resource/California_(state)"
"Colorado","http://dbpedia.org/resource/Colorado_(state)"
"Connecticut","http://dbpedia.org/resource/Connecticut_(state)"
"Florida","http://dbpedia.org/resource/Florida_(state)"
"Georgia","http://dbpedia.org/resource/Georgia_(U.S._state)"
"Hawaii","http://dbpedia.org/resource/Hawaii_(state)"
"Idaho","http://dbpedia.org/resource/Idaho_(state)"
"Iowa","http://dbpedia.org/resource/Iowa_(state)"
"Kentucky","http://dbpedia.org/resource/Kentucky_(state)"
"Louisiana","http://dbpedia.org/resource/Louisiana_(state)"
"Maryland","http://dbpedia.org/resource/Maryland_(state)"
"Massachusetts","http://dbpedia.org/resource/Massachusetts_(state)"
"Mississippi","http://dbpedia.org/resource/Mississippi_(state)"
"Nevada","http://dbpedia.org/resource/Nevada_(state)"
"New Hampshire","http://dbpedia.org/resource/New_Hampshire_(state)"
"New Jersey","http://dbpedia.org/resource/New_Jersey_(state)"
"North Dakota","http://dbpedia.org/resource/North_Dakota_(state)"
"Ohio","http://dbpedia.org/resource/Ohio_(state)"
"Pennsylvania","http://dbpedia.org/resource/Pennsylvania_(state)"
"Rhode Island","http://dbpedia.org/resource/Rhode_Island_(state)"
"South Carolina","http://dbpedia.org/resource/South_Carolina_(state)"
"South Dakota","http://dbpedia.org/resource/South_Dakota_(state)"
"Tennessee","http://dbpedia.org/resource/Tennessee_(state)"
"Texas","http://dbpedia.org/resource/Texas_(state)"
"Utah","http://dbpedia.org/resource/Utah_(state)"
"West Virginia","http://dbpedia.org/resource/West_Virginia_(state)"
"Wyoming","http://dbpedia.org/resource/Wyoming_(state)"
